,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Date,Hour,WeekDay,Month,Total_Booking
3032,Summer,0,1, Mist + Cloudy ,23.78,27.275,78,12.998,1335916800000000000,13,Wednesday,May,228
3033,Summer,0,1, Clear + Few clouds,22.96,26.515,78,11.0014,1305763200000000000,15,Thursday,May,188
3034,Summer,0,0, Clear + Few clouds,28.7,31.82,34,16.9979,1338681600000000000,17,Sunday,June,578
3035,Winter,0,0, Clear + Few clouds,27.06,31.06,44,6.0032,1318118400000000000,13,Sunday,October,418
3036,Winter,0,1, Clear + Few clouds,9.02,13.635,80,0.0,1323734400000000000,0,Tuesday,December,17
3037,Fall,0,1, Clear + Few clouds,29.52,34.85,74,7.0015,1344470400000000000,8,Thursday,August,698
3038,Fall,0,0, Clear + Few clouds,34.44,40.15,53,19.9995,1309651200000000000,15,Sunday,July,376
3039,Summer,0,1, Mist + Cloudy ,23.78,27.275,83,0.0,1336953600000000000,18,Monday,May,300
3040,Fall,0,1, Clear + Few clouds,32.8,37.88,55,11.0014,1312848000000000000,17,Tuesday,August,532
3041,Winter,0,0, Mist + Cloudy ,18.04,21.97,67,0.0,1349568000000000000,14,Sunday,October,314
3042,Spring,0,1, Mist + Cloudy ,9.02,12.12,93,7.0015,1295308800000000000,21,Tuesday,January,41
3043,Summer,0,1, Clear + Few clouds,27.06,30.305,78,0.0,1307491200000000000,1,Wednesday,June,23
3044,Spring,0,0," Light Snow, Light Rain",3.28,2.275,79,31.0009,1329004800000000000,1,Sunday,February,24
3045,Winter,0,1, Mist + Cloudy ,10.66,12.12,56,16.9979,1355356800000000000,2,Thursday,December,8
3046,Winter,0,1, Mist + Cloudy ,10.66,15.15,81,0.0,1323820800000000000,5,Wednesday,December,26
3047,Summer,0,1, Clear + Few clouds,28.7,32.575,65,16.9979,1308268800000000000,12,Friday,June,243
3048,Fall,0,1, Clear + Few clouds,35.26,39.395,41,0.0,1342656000000000000,17,Thursday,July,771
3049,Spring,0,1, Clear + Few clouds,5.74,4.545,26,35.0008,1325548800000000000,18,Tuesday,January,224
3050,Winter,0,1, Clear + Few clouds,15.58,19.695,94,6.0032,1320883200000000000,3,Thursday,November,11
3051,Spring,0,1, Clear + Few clouds,12.3,15.91,65,6.0032,1297036800000000000,11,Monday,February,47
3052,Spring,0,0," Light Snow, Light Rain",14.76,18.18,93,6.0032,1330732800000000000,0,Saturday,March,22
3053,Fall,0,0, Mist + Cloudy ,30.34,34.85,70,12.998,1313193600000000000,11,Saturday,August,314
3054,Fall,0,1, Mist + Cloudy ,29.52,34.85,74,16.9979,1310083200000000000,8,Friday,July,457
3055,Fall,0,1, Clear + Few clouds,31.16,35.605,62,19.9995,1346976000000000000,18,Friday,September,792
3056,Winter,0,1, Mist + Cloudy ,15.58,19.695,87,0.0,1355702400000000000,5,Monday,December,24
3057,Summer,0,1, Clear + Few clouds,23.78,27.275,83,8.9981,1307404800000000000,4,Tuesday,June,5
3058,Spring,0,1, Clear + Few clouds,13.94,17.425,61,7.0015,1328572800000000000,21,Tuesday,February,190
3059,Spring,0,1, Clear + Few clouds,4.92,6.82,50,12.998,1329091200000000000,9,Monday,February,205
3060,Fall,0,1, Clear + Few clouds,35.26,37.88,34,12.998,1341273600000000000,11,Tuesday,July,217
3061,Winter,0,1, Clear + Few clouds,8.2,11.365,75,6.0032,1355443200000000000,4,Friday,December,10
3062,Spring,0,1, Clear + Few clouds,9.84,10.605,38,19.9995,1294876800000000000,15,Thursday,January,60
3063,Fall,0,1, Mist + Cloudy ,31.16,35.605,58,15.0013,1341187200000000000,0,Monday,July,43
3064,Fall,0,1, Clear + Few clouds,30.34,34.85,66,7.0015,1310083200000000000,0,Friday,July,47
3065,Fall,0,1, Clear + Few clouds,28.7,31.82,45,11.0014,1313020800000000000,8,Thursday,August,390
3066,Winter,0,1, Clear + Few clouds,15.58,19.695,46,19.0012,1323388800000000000,15,Friday,December,189
3067,Winter,0,1, Mist + Cloudy ,13.94,15.15,61,22.0028,1321488000000000000,9,Thursday,November,198
3068,Fall,0,1, Clear + Few clouds,31.16,36.365,70,27.9993,1346716800000000000,16,Tuesday,September,458
3069,Summer,0,1, Clear + Few clouds,28.7,32.575,58,11.0014,1307318400000000000,9,Monday,June,188
3070,Fall,0,1, Clear + Few clouds,30.34,33.335,48,12.998,1345075200000000000,21,Thursday,August,356
3071,Spring,0,0, Clear + Few clouds,8.2,9.09,32,23.9994,1326585600000000000,14,Sunday,January,188
3072,Summer,0,0, Mist + Cloudy ,14.76,18.18,76,6.0032,1333238400000000000,8,Sunday,April,125
3073,Winter,0,1, Clear + Few clouds,15.58,19.695,46,26.0027,1355788800000000000,19,Tuesday,December,353
3074,Summer,0,1," Light Snow, Light Rain",22.14,25.76,88,19.0012,1336953600000000000,9,Monday,May,110
3075,Summer,0,0," Light Snow, Light Rain",21.32,25.0,100,7.0015,1305417600000000000,5,Sunday,May,14
3076,Summer,0,1, Clear + Few clouds,17.22,21.21,35,8.9981,1334188800000000000,21,Thursday,April,187
3077,Fall,0,0, Mist + Cloudy ,29.52,34.09,70,6.0032,1342224000000000000,10,Saturday,July,401
3078,Fall,0,0, Clear + Few clouds,25.42,29.545,73,8.9981,1310774400000000000,7,Saturday,July,52
3079,Fall,1,0, Clear + Few clouds,29.52,34.85,74,12.998,1346630400000000000,19,Monday,September,374
3080,Fall,0,1, Clear + Few clouds,31.16,37.12,75,12.998,1346803200000000000,18,Wednesday,September,839
3081,Summer,0,0, Mist + Cloudy ,22.14,25.76,56,7.0015,1334448000000000000,2,Sunday,April,74
3082,Fall,0,1, Clear + Few clouds,31.16,36.365,66,7.0015,1342569600000000000,1,Wednesday,July,16
3083,Summer,0,0, Clear + Few clouds,33.62,34.85,24,19.0012,1339200000000000000,13,Saturday,June,585
3084,Winter,0,1, Clear + Few clouds,9.02,12.88,80,6.0032,1322784000000000000,5,Friday,December,23
3085,Spring,0,1, Mist + Cloudy ,23.78,27.275,32,19.0012,1331510400000000000,14,Monday,March,221
3086,Winter,0,1, Mist + Cloudy ,20.5,24.24,63,19.0012,1321228800000000000,10,Monday,November,111
3087,Winter,0,1, Clear + Few clouds,13.12,15.15,49,16.9979,1352073600000000000,20,Monday,November,241
3088,Winter,0,1, Clear + Few clouds,13.12,15.91,66,12.998,1323907200000000000,6,Thursday,December,92
3089,Fall,0,1, Clear + Few clouds,31.16,34.09,48,19.9995,1313452800000000000,13,Tuesday,August,192
3090,Spring,0,0, Clear + Few clouds,20.5,24.24,27,19.9995,1330732800000000000,16,Saturday,March,467
3091,Summer,0,0, Mist + Cloudy ,14.76,17.425,81,8.9981,1302307200000000000,12,Saturday,April,202
3092,Spring,0,0, Mist + Cloudy ,18.86,22.725,44,23.9994,1330732800000000000,14,Saturday,March,430
3093,Winter,0,0, Clear + Few clouds,15.58,19.695,46,0.0,1322870400000000000,16,Saturday,December,305
3094,Summer,0,0, Clear + Few clouds,16.4,20.455,76,7.0015,1304208000000000000,4,Sunday,May,17
3095,Summer,0,1, Clear + Few clouds,25.42,28.03,88,8.9981,1308268800000000000,22,Friday,June,175
3096,Fall,0,1, Clear + Few clouds,31.16,35.605,62,8.9981,1346976000000000000,11,Friday,September,296
3097,Fall,1,0, Clear + Few clouds,35.26,40.15,47,15.0013,1341360000000000000,19,Wednesday,July,432
3098,Spring,0,1, Clear + Few clouds,27.06,31.06,34,23.9994,1297987200000000000,17,Friday,February,327
3099,Summer,0,1, Clear + Few clouds,28.7,32.575,54,8.9981,1335830400000000000,18,Tuesday,May,743
3100,Winter,0,0, Clear + Few clouds,20.5,24.24,63,26.0027,1317427200000000000,0,Saturday,October,130
3101,Summer,0,1, Clear + Few clouds,29.52,32.575,34,16.9979,1339027200000000000,17,Thursday,June,869
3102,Spring,0,0, Clear + Few clouds,9.84,14.395,65,0.0,1296950400000000000,23,Sunday,February,30
3103,Summer,0,0, Clear + Few clouds,26.24,31.06,47,12.998,1339804800000000000,10,Saturday,June,435
3104,Fall,0,1, Clear + Few clouds,31.16,35.605,62,22.0028,1312416000000000000,17,Thursday,August,555
3105,Spring,0,1, Clear + Few clouds,9.02,9.85,37,22.0028,1296691200000000000,15,Thursday,February,60
3106,Summer,0,1, Mist + Cloudy ,23.78,27.275,78,6.0032,1336953600000000000,22,Monday,May,129
3107,Fall,0,1, Clear + Few clouds,28.7,32.575,65,0.0,1313366400000000000,19,Monday,August,397
3108,Summer,0,1, Clear + Few clouds,14.76,16.665,57,23.9994,1334188800000000000,9,Thursday,April,287
3109,Summer,0,1, Clear + Few clouds,29.52,32.575,32,32.9975,1339545600000000000,15,Wednesday,June,281
3110,Winter,0,1, Clear + Few clouds,13.12,15.91,70,11.0014,1323820800000000000,23,Wednesday,December,51
3111,Summer,0,0, Clear + Few clouds,34.44,35.605,20,19.9995,1339200000000000000,15,Saturday,June,555
3112,Summer,0,0, Clear + Few clouds,22.14,25.76,64,11.0014,1338595200000000000,8,Saturday,June,210
3113,Fall,0,0, Clear + Few clouds,32.8,38.635,59,7.0015,1341705600000000000,3,Sunday,July,35
3114,Spring,0,0," Light Snow, Light Rain",16.4,20.455,71,15.0013,1293926400000000000,8,Sunday,January,8
3115,Winter,0,0, Clear + Few clouds,8.2,10.605,47,11.0014,1323475200000000000,23,Saturday,December,66
3116,Fall,0,1, Clear + Few clouds,32.8,38.635,59,8.9981,1342396800000000000,20,Monday,July,454
3117,Fall,0,1," Light Snow, Light Rain",22.14,25.76,88,19.9995,1315267200000000000,20,Tuesday,September,163
3118,Fall,0,1, Clear + Few clouds,28.7,32.575,58,11.0014,1312934400000000000,3,Wednesday,August,4
3119,Spring,0,1, Clear + Few clouds,5.74,7.575,86,8.9981,1294790400000000000,2,Wednesday,January,1
3120,Fall,0,1, Clear + Few clouds,27.88,31.82,47,19.0012,1310601600000000000,9,Thursday,July,224
3121,Winter,0,1, Clear + Few clouds,12.3,15.15,70,11.0014,1351814400000000000,6,Friday,November,122
3122,Summer,0,1, Clear + Few clouds,27.06,31.06,65,16.9979,1337126400000000000,20,Wednesday,May,459
3123,Spring,0,0, Clear + Few clouds,11.48,14.395,56,7.0015,1296950400000000000,9,Sunday,February,45
3124,Winter,0,1, Clear + Few clouds,20.5,24.24,72,8.9981,1317686400000000000,21,Tuesday,October,166
3125,Summer,0,1, Clear + Few clouds,24.6,29.545,69,12.998,1305504000000000000,9,Monday,May,194
3126,Fall,0,0," Light Snow, Light Rain",25.42,29.545,78,6.0032,1345334400000000000,21,Sunday,August,190
3127,Fall,0,1, Mist + Cloudy ,27.06,31.06,65,8.9981,1315958400000000000,22,Wednesday,September,160
3128,Winter,0,0, Clear + Few clouds,9.84,12.88,75,6.0032,1322870400000000000,8,Saturday,December,63
3129,Summer,0,1, Clear + Few clouds,24.6,28.79,78,7.0015,1335916800000000000,0,Wednesday,May,47
3130,Summer,0,1, Mist + Cloudy ,22.14,25.76,64,12.998,1303171200000000000,14,Tuesday,April,107
3131,Winter,0,0, Clear + Few clouds,9.84,12.88,60,7.0015,1324166400000000000,20,Sunday,December,104
3132,Summer,0,1, Clear + Few clouds,20.5,24.24,22,31.0009,1333670400000000000,18,Friday,April,484
3133,Spring,0,0, Clear + Few clouds,12.3,14.395,56,16.9979,1299974400000000000,21,Sunday,March,58
3134,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,11.0014,1318291200000000000,11,Tuesday,October,123
3135,Summer,0,1, Clear + Few clouds,25.42,30.305,65,27.9993,1305590400000000000,17,Tuesday,May,604
3136,Summer,0,1, Clear + Few clouds,24.6,30.305,23,22.0028,1333497600000000000,21,Wednesday,April,298
3137,Winter,0,1, Clear + Few clouds,17.22,21.21,50,19.0012,1355875200000000000,15,Wednesday,December,237
3138,Fall,0,0, Mist + Cloudy ,34.44,40.15,53,16.9979,1312588800000000000,15,Saturday,August,362
3139,Winter,1,0, Clear + Few clouds,22.14,25.76,77,0.0,1318204800000000000,9,Monday,October,219
3140,Spring,0,1, Mist + Cloudy ,17.22,21.21,82,12.998,1331856000000000000,2,Friday,March,4
3141,Spring,0,1, Clear + Few clouds,12.3,16.665,61,0.0,1328572800000000000,2,Tuesday,February,4
3142,Fall,0,0, Clear + Few clouds,30.34,34.09,62,15.0013,1310860800000000000,21,Sunday,July,207
3143,Winter,0,0, Clear + Few clouds,22.96,26.515,83,12.998,1349481600000000000,8,Saturday,October,206
3144,Spring,0,1, Clear + Few clouds,13.94,15.15,42,19.9995,1325721600000000000,13,Thursday,January,118
3145,Spring,0,1, Clear + Few clouds,8.2,12.88,59,0.0,1299542400000000000,6,Tuesday,March,45
3146,Spring,0,1, Clear + Few clouds,17.22,21.21,32,22.0028,1329436800000000000,17,Friday,February,465
3147,Spring,0,1, Clear + Few clouds,9.84,9.85,44,30.0026,1326412800000000000,10,Friday,January,103
3148,Fall,0,1, Clear + Few clouds,29.52,33.335,54,7.0015,1345075200000000000,9,Thursday,August,337
3149,Fall,0,1, Mist + Cloudy ,31.16,34.85,55,16.9979,1341792000000000000,13,Monday,July,255
3150,Fall,0,0, Clear + Few clouds,33.62,37.12,43,8.9981,1341100800000000000,22,Sunday,July,151
3151,Winter,0,1, Clear + Few clouds,14.76,18.18,81,6.0032,1350432000000000000,4,Wednesday,October,4
3152,Winter,0,0, Clear + Few clouds,22.14,25.76,56,12.998,1350172800000000000,10,Sunday,October,428
3153,Spring,0,1, Clear + Few clouds,13.94,16.665,53,12.998,1297900800000000000,0,Thursday,February,17
3154,Summer,0,1, Clear + Few clouds,26.24,31.06,33,0.0,1304985600000000000,17,Tuesday,May,611
3155,Spring,0,1, Clear + Few clouds,13.94,17.425,49,7.0015,1328227200000000000,22,Friday,February,119
3156,Summer,0,0, Mist + Cloudy ,22.14,25.76,56,12.998,1334448000000000000,0,Sunday,April,124
3157,Spring,0,0, Mist + Cloudy ,6.56,9.09,74,7.0015,1294444800000000000,7,Saturday,January,9
3158,Fall,0,0, Mist + Cloudy ,29.52,34.09,70,7.0015,1342224000000000000,11,Saturday,July,439
3159,Fall,0,0, Clear + Few clouds,31.16,34.09,40,8.9981,1344729600000000000,15,Sunday,August,577
3160,Winter,0,1, Clear + Few clouds,12.3,15.15,52,11.0014,1355270400000000000,0,Wednesday,December,34
3161,Fall,0,1, Mist + Cloudy ,26.24,29.545,78,16.9979,1313625600000000000,6,Thursday,August,103
3162,Winter,0,0, Mist + Cloudy ,17.22,21.21,71,23.9994,1317427200000000000,14,Saturday,October,180
3163,Winter,0,1, Mist + Cloudy ,21.32,25.0,63,11.0014,1349740800000000000,15,Tuesday,October,254
3164,Summer,0,0, Mist + Cloudy ,30.34,32.575,27,27.9993,1307145600000000000,15,Saturday,June,404
3165,Winter,0,1, Mist + Cloudy ,14.76,16.665,46,27.9993,1351814400000000000,20,Friday,November,221
3166,Fall,0,0, Clear + Few clouds,38.54,41.665,29,6.0032,1341619200000000000,18,Saturday,July,277
3167,Winter,0,0, Mist + Cloudy ,21.32,25.0,29,27.9993,1321142400000000000,12,Sunday,November,354
3168,Spring,0,0, Clear + Few clouds,18.04,21.97,30,8.9981,1330732800000000000,20,Saturday,March,149
3169,Spring,0,1, Clear + Few clouds,17.22,21.21,77,11.0014,1326326400000000000,14,Thursday,January,156
3170,Summer,0,0, Clear + Few clouds,22.96,26.515,28,27.9993,1333843200000000000,20,Sunday,April,211
3171,Fall,0,1, Clear + Few clouds,23.78,27.275,83,0.0,1315872000000000000,3,Tuesday,September,4
3172,Winter,0,0, Clear + Few clouds,15.58,19.695,62,15.0013,1321660800000000000,23,Saturday,November,93
3173,Fall,0,1, Mist + Cloudy ,27.06,31.06,65,11.0014,1313625600000000000,1,Thursday,August,24
3174,Summer,0,1, Clear + Few clouds,28.7,32.575,61,12.998,1336003200000000000,19,Thursday,May,522
3175,Winter,0,1, Clear + Few clouds,21.32,25.0,34,11.0014,1349913600000000000,15,Thursday,October,460
3176,Summer,0,1, Clear + Few clouds,19.68,23.485,77,6.0032,1303171200000000000,22,Tuesday,April,112
3177,Summer,0,0, Mist + Cloudy ,15.58,19.695,82,7.0015,1302307200000000000,18,Saturday,April,177
3178,Summer,0,1," Light Snow, Light Rain",24.6,27.275,88,8.9981,1339459200000000000,5,Tuesday,June,29
3179,Fall,0,0, Clear + Few clouds,31.98,37.12,62,7.0015,1341705600000000000,18,Sunday,July,253
3180,Spring,0,1, Clear + Few clouds,20.5,24.24,72,11.0014,1332115200000000000,9,Monday,March,331
3181,Winter,0,0, Clear + Few clouds,14.76,17.425,71,15.0013,1317513600000000000,21,Sunday,October,88
3182,Spring,0,1, Clear + Few clouds,29.52,32.575,37,26.0027,1331769600000000000,16,Thursday,March,426
3183,Fall,0,1, Mist + Cloudy ,31.16,35.605,62,7.0015,1342569600000000000,19,Wednesday,July,516
3184,Spring,0,1, Clear + Few clouds,18.04,21.97,72,19.0012,1297987200000000000,0,Friday,February,32
3185,Fall,0,0, Clear + Few clouds,26.24,30.305,69,0.0,1315699200000000000,21,Sunday,September,159
3186,Fall,1,0, Clear + Few clouds,37.72,42.425,35,16.9979,1341360000000000000,16,Wednesday,July,389
3187,Summer,0,1, Mist + Cloudy ,25.42,29.545,73,11.0014,1336953600000000000,15,Monday,May,196
3188,Spring,0,1, Clear + Few clouds,12.3,16.665,61,0.0,1329264000000000000,2,Wednesday,February,4
3189,Winter,0,1, Mist + Cloudy ,22.14,25.76,64,11.0014,1354579200000000000,13,Tuesday,December,272
3190,Fall,0,0, Clear + Few clouds,31.16,34.85,52,11.0014,1310169600000000000,10,Saturday,July,264
3191,Spring,0,1, Mist + Cloudy ,13.94,15.15,49,19.9995,1299801600000000000,16,Friday,March,113
3192,Summer,0,1, Mist + Cloudy ,23.78,27.275,49,12.998,1303084800000000000,14,Monday,April,144
3193,Fall,0,0, Clear + Few clouds,26.24,30.305,65,0.0,1345334400000000000,1,Sunday,August,131
3194,Winter,0,0, Mist + Cloudy ,13.94,18.18,87,0.0,1355616000000000000,6,Sunday,December,6
3195,Summer,0,1, Clear + Few clouds,20.5,24.24,59,6.0032,1337299200000000000,1,Friday,May,49
3196,Spring,1,0, Mist + Cloudy ,7.38,9.85,43,8.9981,1295222400000000000,4,Monday,January,3
3197,Spring,0,1, Clear + Few clouds,12.3,14.395,26,16.9979,1297382400000000000,14,Friday,February,84
3198,Summer,0,1, Clear + Few clouds,13.12,15.15,61,19.0012,1334188800000000000,2,Thursday,April,4
3199,Winter,0,1, Mist + Cloudy ,13.94,16.665,57,11.0014,1320883200000000000,23,Thursday,November,82
3200,Summer,0,0, Clear + Few clouds,14.76,16.665,29,23.9994,1333756800000000000,2,Saturday,April,36
3201,Winter,1,0, Clear + Few clouds,18.86,22.725,94,0.0,1318204800000000000,4,Monday,October,6
3202,Spring,0,1, Clear + Few clouds,13.12,15.91,39,12.998,1298937600000000000,18,Tuesday,March,224
3203,Fall,0,1," Light Snow, Light Rain",27.06,29.545,94,8.9981,1346889600000000000,9,Thursday,September,123
3204,Fall,0,1, Clear + Few clouds,30.34,34.85,66,12.998,1341532800000000000,5,Friday,July,35
3205,Summer,0,0, Clear + Few clouds,20.5,24.24,48,0.0,1337385600000000000,1,Saturday,May,104
3206,Spring,0,0, Clear + Few clouds,3.28,4.545,53,12.998,1294531200000000000,5,Sunday,January,1
3207,Winter,0,1, Mist + Cloudy ,14.76,18.18,71,7.0015,1317600000000000000,8,Monday,October,372
3208,Spring,0,0, Clear + Few clouds,13.94,15.91,57,15.0013,1325894400000000000,11,Saturday,January,324
3209,Summer,0,1, Mist + Cloudy ,22.96,26.515,78,16.9979,1304380800000000000,1,Tuesday,May,14
3210,Fall,0,1, Clear + Few clouds,29.52,34.09,66,6.0032,1344902400000000000,22,Tuesday,August,189
3211,Fall,0,0, Clear + Few clouds,18.04,21.97,82,12.998,1316304000000000000,3,Sunday,September,36
3212,Spring,0,1, Mist + Cloudy ,7.38,9.09,64,12.998,1299196800000000000,2,Friday,March,2
3213,Spring,0,1, Clear + Few clouds,11.48,13.635,61,12.998,1299542400000000000,23,Tuesday,March,41
3214,Fall,0,0, Clear + Few clouds,30.34,34.09,55,12.998,1315612800000000000,16,Saturday,September,431
3215,Spring,0,0, Clear + Few clouds,5.74,5.305,46,27.9993,1294531200000000000,21,Sunday,January,20
3216,Spring,0,1, Clear + Few clouds,6.56,6.82,43,26.0027,1294012800000000000,9,Monday,January,88
3217,Winter,0,1, Clear + Few clouds,20.5,24.24,63,6.0032,1323043200000000000,16,Monday,December,248
3218,Spring,0,1, Clear + Few clouds,9.84,12.12,56,8.9981,1326067200000000000,2,Monday,January,5
3219,Spring,0,1, Clear + Few clouds,9.84,9.85,30,31.0009,1299110400000000000,0,Thursday,March,13
3220,Winter,0,1, Clear + Few clouds,22.96,26.515,37,31.0009,1350000000000000000,14,Friday,October,371
3221,Spring,0,1, Clear + Few clouds,16.4,20.455,40,15.0013,1329177600000000000,14,Tuesday,February,124
3222,Winter,0,1, Mist + Cloudy ,23.78,27.275,83,15.0013,1318291200000000000,20,Tuesday,October,234
3223,Winter,0,1, Clear + Few clouds,22.14,25.76,52,12.998,1349827200000000000,11,Wednesday,October,291
3224,Summer,0,1, Clear + Few clouds,22.96,26.515,68,22.0028,1337212800000000000,5,Thursday,May,35
3225,Spring,0,0, Clear + Few clouds,12.3,12.88,36,32.9975,1330819200000000000,19,Sunday,March,132
3226,Summer,0,1, Clear + Few clouds,24.6,31.06,43,6.0032,1334793600000000000,18,Thursday,April,776
3227,Spring,0,1, Mist + Cloudy ,5.74,8.335,63,7.0015,1296777600000000000,2,Friday,February,1
3228,Winter,0,0," Light Snow, Light Rain",16.4,20.455,82,11.0014,1349568000000000000,16,Sunday,October,333
3229,Spring,0,1, Clear + Few clouds,27.06,31.06,27,15.0013,1331683200000000000,13,Wednesday,March,254
3230,Spring,0,1, Clear + Few clouds,9.84,10.605,41,19.0012,1326412800000000000,21,Friday,January,102
3231,Fall,0,0, Clear + Few clouds,32.8,37.88,55,7.0015,1309651200000000000,12,Sunday,July,404
3232,Fall,0,0," Light Snow, Light Rain",30.34,34.85,70,0.0,1346544000000000000,12,Sunday,September,545
3233,Spring,0,1, Mist + Cloudy ,13.94,16.665,42,12.998,1328832000000000000,17,Friday,February,396
3234,Fall,0,0, Clear + Few clouds,28.7,32.575,61,11.0014,1310256000000000000,0,Sunday,July,154
3235,Winter,0,0, Clear + Few clouds,17.22,21.21,54,11.0014,1318723200000000000,5,Sunday,October,7
3236,Winter,0,1, Clear + Few clouds,13.12,17.425,87,0.0,1320192000000000000,0,Wednesday,November,19
3237,Winter,0,1, Mist + Cloudy ,20.5,24.24,72,12.998,1321315200000000000,17,Tuesday,November,451
